title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable land.mon.netAtmosLandCO2Flux_tavg-u-hxy-lnd (Emon.netAtmosLandCO2Flux),961,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/961,mon land CMIP6 UKESM1,netAtmosLandCO2Flux_tavg-u-hxy-lnd,surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_all_land_processes,,area: areacella,area: mean where land time: mean,"Flux of carbon as carbon dioxide into the land. This flux should be reproducible by differencing the sum of all carbon pools (cVeg, cLitter, cSoil, and cProducts or equivalently cLand) from one time step to the next, except in the case of lateral transfer of carbon due to harvest, riverine transport of dissolved organic and/or inorganic carbon, or any other process (in which case the lateral_carbon_transfer_over_land term, see below, will be zero data).",longitude latitude time,mon,Net Flux of CO2 Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],land,down,,kg m-2 s-1,CMIP6 CMOR variable,,,"(m01s19i102[lbtim_ia=240,lbproc=128] - m01s19i053[lbtim_ia=240,lbproc=128] - m01s19i042[lbtim_ia=240,lbproc=128] - m01s19i044[lbtim_ia=240,lbproc=128]) / (SECONDS_IN_DAY * DAYS_IN_YEAR)",,kg m-2 s-1
Variable land.mon.netAtmosLandC14Flux_tavg-u-hxy-lnd (Emon.netAtmosLandC14Flux),960,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/960,mon land CMIP6,netAtmosLandC14Flux_tavg-u-hxy-lnd,surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_14C_due_to_all_land_processes,,area: areacella,area: mean where land time: mean,"Flux of carbon-14 as carbon dioxide into the land. This flux should be reproducible by differencing the sum of all carbon pools (cVeg, cLitter, cSoil, and cProducts or equivalently cLand) from one time step to the next, except in the case of lateral transfer of carbon due to harvest, riverine transport of dissolved organic and/or inorganic carbon, or any other process (in which case the lateral_carbon_transfer_over_land term, see below, will be zero data).",longitude latitude time,mon,Net Mass Flux of 14C Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],land,down,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.netAtmosLandC13Flux_tavg-u-hxy-lnd (Emon.netAtmosLandC13Flux),959,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/959,mon land CMIP6,netAtmosLandC13Flux_tavg-u-hxy-lnd,surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_13C_due_to_all_land_processes,,area: areacella,area: mean where land time: mean,"Flux of carbon 31as carbon dioxide into the land. This flux should be reproducible by differencing the sum of all carbon pools (cVeg, cLitter, cSoil, and cProducts or equivalently cLand) from one time step to the next, except in the case of lateral transfer of carbon due to harvest, riverine transport of dissolved organic and/or inorganic carbon, or any other process (in which case the lateral_carbon_transfer_over_land term, see below, will be zero data).-",longitude latitude time,mon,Net Mass Flux of 13C Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],land,down,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.nep_tavg-u-hxy-lnd (Emon.nep),958,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/958,mon land CMIP6,nep_tavg-u-hxy-lnd,surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_all_land_processes_excluding_anthropogenic_land_use_change,"""comment"" was ""Natural flux of CO2 (expressed as a mass flux of carbon) from the atmosphere to the land calculated as the difference between uptake associated will photosynthesis and the release of CO2 from the sum of plant and soil respiration and fire.  Positive flux is into the land.  Emissions from natural fires and human ignition fires as calculated by the fire module of the dynamic vegetation model, but excluding any CO2 flux from fire included in fLuc (CO2 Flux to Atmosphere from Land Use Change).""; ; ""long_name"" was ""Net Carbon Mass Flux out of Atmosphere due to Net Ecosystem Productivity on Land [kgC m-2 s-1]"";",area: areacella,area: mean where land time: mean,Net Ecosystem Exchange,longitude latitude time,mon,Net Carbon Mass Flux out of Atmosphere Due to Net Ecosystem Productivity on Land [kgC m-2 s-1],land,down,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.nbp or necb_tavg-u-hxy-lus (Emon.necbLut),957,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/957,mon land CMIP6,nbp or necb_tavg-u-hxy-lus,surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_all_land_processes,,area: areacella,area: time: mean where sector,"Computed as npp minus heterotrophic respiration minus fire minus C leaching minus harvesting/clearing. Positive rate is into the land, negative rate is from the land.  Do not include fluxes from anthropogenic product pools to atmosphere",longitude latitude landUse time,mon,Net Carbon Mass Flux into Land-Use Tile [kgC m-2 s-1],land,down,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.nVeg_tavg-u-hxy-lnd (Emon.nVeg),956,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/956,mon land CMIP6 UKESM1,nVeg_tavg-u-hxy-lnd,vegetation_mass_content_of_nitrogen,,area: areacella,area: mean where land time: mean,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,longitude latitude time,mon,Nitrogen Mass in Vegetation,land,,,kg m-2,CMIP6 CMOR variable,,,"m01s19i137[lbtim_ia=240,lbproc=128]",,kg m-2
Variable land.mon.nStem_tavg-u-hxy-lnd (Emon.nStem),955,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/955,mon land CMIP6 UKESM1,nStem_tavg-u-hxy-lnd,stem_mass_content_of_nitrogen,,area: areacella,area: mean where land time: mean,including sapwood and hardwood.,longitude latitude time,mon,Nitrogen Mass in Stem,land,,,kg m-2,CMIP6 CMOR variable,,,"land_class_mean(m01s19i131[lbtim_ia=240,lbproc=128], m01s19i013[lbtim_ia=240,lbproc=128], land_class='veg') * land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='veg') / m01s03i395[lbproc=128] / 100.",,kg m-2
Variable land.mon.nSoil_tavg-u-hxy-lnd (Emon.nSoil),954,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/954,mon land CMIP6 UKESM1,nSoil_tavg-u-hxy-lnd,soil_mass_content_of_nitrogen,,area: areacella,area: mean where land time: mean,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,longitude latitude time,mon,Nitrogen Mass in Soil Pool,land,,,kg m-2,CMIP6 CMOR variable,,,"m01s19i145[lbtim_ia=240,lbproc=128]",,kg m-2
Variable land.mon.nRoot_tavg-u-hxy-lnd (Emon.nRoot),953,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/953,mon land CMIP6 UKESM1,nRoot_tavg-u-hxy-lnd,root_mass_content_of_nitrogen,,area: areacella,area: mean where land time: mean,including fine and coarse roots.,longitude latitude time,mon,Nitrogen Mass in Roots,land,,,kg m-2,CMIP6 CMOR variable,,,"land_class_mean(m01s19i133[lbtim_ia=240,lbproc=128], m01s19i013[lbtim_ia=240,lbproc=128], land_class='veg') * land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='veg') / m01s03i395[lbproc=128] / 100.",,kg m-2
Variable land.mon.nProduct_tavg-u-hxy-lnd (Emon.nProduct),952,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/952,mon land CMIP6,nProduct_tavg-u-hxy-lnd,nitrogen_mass_content_of_forestry_and_agricultural_products,,area: areacella,area: mean where land time: mean,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,longitude latitude time,mon,Nitrogen Mass in Products of Land-Use Change,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.nOther_tavg-u-hxy-lnd (Emon.nOther),951,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/951,mon land CMIP6,nOther_tavg-u-hxy-lnd,miscellaneous_living_matter_mass_content_of_nitrogen,,area: areacella,area: mean where land time: mean,"E.g. fruits, seeds, etc.",longitude latitude time,mon,"Nitrogen Mass in Vegetation Components Other than Leaves, Stem and Root",land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.nMineralNO3_tavg-u-hxy-lnd (Emon.nMineralNO3),950,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/950,mon land CMIP6,nMineralNO3_tavg-u-hxy-lnd,soil_mass_content_of_inorganic_nitrate_expressed_as_nitrogen,,area: areacella,area: mean where land time: mean,SUM of nitrate over all soil layers,longitude latitude time,mon,Mineral Nitrate in the Soil,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.nMineralNH4_tavg-u-hxy-lnd (Emon.nMineralNH4),949,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/949,mon land CMIP6,nMineralNH4_tavg-u-hxy-lnd,soil_mass_content_of_inorganic_ammonium_expressed_as_nitrogen,,area: areacella,area: mean where land time: mean,SUM of ammonium over all soil layers,longitude latitude time,mon,Mineral Ammonium in the Soil,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.nMineral_tavg-u-hxy-lnd (Emon.nMineral),948,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/948,mon land CMIP6 UKESM1,nMineral_tavg-u-hxy-lnd,soil_mass_content_of_inorganic_nitrogen_expressed_as_nitrogen,,area: areacella,area: mean where land time: mean,"SUM of ammonium, nitrite, nitrate, etc over all soil layers",longitude latitude time,mon,Mineral Nitrogen in the Soil,land,,,kg m-2,CMIP6 CMOR variable,,,"m01s19i146[lbtim_ia=240,lbproc=128]",,kg m-2
Variable land.mon.nLitterSubSurf_tavg-u-hxy-lnd (Emon.nLitterSubSurf),947,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/947,mon land CMIP6,nLitterSubSurf_tavg-u-hxy-lnd,subsurface_litter_mass_content_of_nitrogen,"""comment"" was ""'Content' indicates a quantity per unit area. 'Litter' is dead plant material in or above the soil. It is distinct from coarse wood debris. The precise distinction between 'fine' and 'coarse' is model dependent. 'Subsurface litter' means the part of the litter mixed within the soil below the surface. The sum of the quantities with standard names wood_debris_mass_content_of_nitrogen, surface_litter_mass_content_of_nitrogen and subsurface_litter_mass_content_of_nitrogen is the total nitrogen mass content of dead plant material."";",area: areacella,area: mean where land time: mean,"""Content"" indicates a quantity per unit area. ""Litter"" is dead plant material in or above the soil. It is distinct from coarse wood debris. The precise distinction between ""fine"" and ""coarse"" is model dependent. ""Subsurface litter"" means the part of the litter mixed within the soil below the surface. The sum of the quantities with standard names wood_debris_mass_content_of_nitrogen, surface_litter_mass_content_of_nitrogen and subsurface_litter_mass_content_of_nitrogen is the total nitrogen mass content of dead plant material.",longitude latitude time,mon,Nitrogen Mass in Below-Ground Litter (non CWD),land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.nLitterCwd_tavg-u-hxy-lnd (Emon.nLitterCwd),946,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/946,mon land CMIP6,nLitterCwd_tavg-u-hxy-lnd,wood_debris_mass_content_of_nitrogen,"""comment"" was ""'Content' indicates a quantity per unit area. 'Wood debris' means dead organic matter composed of coarse wood. It is distinct from fine litter. The precise distinction between 'fine' and 'coarse' is model dependent. The sum of the quantities with standard names wood_debris_mass_content_of_nitrogen, surface_litter_mass_content_of_nitrogen and subsurface_litter_mass_content_of_nitrogen is the total nitrogen mass content of dead plant material."";",area: areacella,area: mean where land time: mean,"""Content"" indicates a quantity per unit area. ""Wood debris"" means dead organic matter composed of coarse wood. It is distinct from fine litter. The precise distinction between ""fine"" and ""coarse"" is model dependent. The sum of the quantities with standard names wood_debris_mass_content_of_nitrogen, surface_litter_mass_content_of_nitrogen and subsurface_litter_mass_content_of_nitrogen is the total nitrogen mass content of dead plant material.",longitude latitude time,mon,Nitrogen Mass in Coarse Woody Debris,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.nLitter_tavg-u-hxy-lnd (Emon.nLitter),945,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/945,mon land CMIP6,nLitter_tavg-u-hxy-lnd,litter_mass_content_of_nitrogen,,area: areacella,area: mean where land time: mean,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,longitude latitude time,mon,Nitrogen Mass in Litter Pool,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.nLeaf_tavg-u-hxy-lnd (Emon.nLeaf),944,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/944,mon land CMIP6 UKESM1,nLeaf_tavg-u-hxy-lnd,leaf_mass_content_of_nitrogen,"""comment"" was ""'Content' indicates a quantity per unit area."";",area: areacella,area: mean where land time: mean,"""Content"" indicates a quantity per unit area.",longitude latitude time,mon,Nitrogen Mass in Leaves,land,,,kg m-2,CMIP6 CMOR variable,,,"land_class_mean(m01s19i132[lbtim_ia=240,lbproc=128], m01s19i013[lbtim_ia=240,lbproc=128], land_class='veg') * land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='veg') / m01s03i395[lbproc=128] / 100.",,kg m-2
Variable land.mon.nLand_tavg-u-hxy-lnd (Emon.nLand),943,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/943,mon land CMIP6 UKESM1,nLand_tavg-u-hxy-lnd,mass_content_of_nitrogen_in_vegetation_and_litter_and_soil_and_forestry_and_agricultural_products,,area: areacella,area: mean where land time: mean,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,longitude latitude time,mon,Total Nitrogen in All Terrestrial Nitrogen Pools,land,,,kg m-2,CMIP6 CMOR variable,,,"m01s19i147[lbtim_ia=240,lbproc=128]",,kg m-2
Variable land.mon.mrtws_tavg-u-hxy-lnd (Emon.mrtws),942,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/942,mon land CMIP6,mrtws_tavg-u-hxy-lnd,land_water_amount,"""comment"" was ""Mass of water in all phases and in all components including soil, canopy, vegetation, ice sheets, rivers and ground water."";",area: areacella,area: mean where land time: mean,"requested for C4MIP, OCMIP/OMIP, LUMIP, ScenarioMIP, DECK, DAMIP, GeoMIP, LS3MIP, ??",longitude latitude time,mon,Terrestrial Water Storage,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.mrsol_tavg-z10cm-hxy-lus (Emon.mrsosLut),941,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/941,mon land CMIP6,mrsol_tavg-z10cm-hxy-lus,mass_content_of_water_in_soil_layer,,area: areacella,area: time: mean where sector,the mass of water in all phases in a thin surface layer; integrate over uppermost 10cm,longitude latitude landUse time sdepth1,mon,Moisture in Upper Portion of Soil Column of Land-Use Tile,land,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time sdepth1 CMIP7:longitude latitude time landUse sdepth1,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.mrsol_tavg-l-hxy-lnd (Emon.mrsol),940,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/940,mon land CMIP6 UKESM1 HadGEM3-GC31,mrsol_tavg-l-hxy-lnd,mass_content_of_water_in_soil_layer,"""comment"" was ""in each soil layer, the mass of water in all phases, including ice.  Reported as 'missing' for grid cells occupied entirely by 'sea'"";",area: areacella,area: mean where land time: mean,"in each soil layer, the mass of water in all phases, including ice.  Reported as ""missing"" for grid cells occupied entirely by ""sea""",longitude latitude sdepth time,mon,Total Water Content of Soil Layer,land,,,kg m-2,CMIP6 CMOR variable,m01s08i223[lbproc=128],,m01s08i223[lbproc=128],,kg m-2
Variable land.mon.mrsll_tavg-l-hxy-lnd (Emon.mrsll),939,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/939,mon land CMIP6 UKESM1 HadGEM3-GC31,mrsll_tavg-l-hxy-lnd,liquid_water_content_of_soil_layer,"""comment"" was ""in each soil layer, the mass of water in liquid phase.  Reported as 'missing' for grid cells occupied entirely by 'sea'"";",area: areacella,area: mean where land time: mean,"in each soil layer, the mass of water in liquid phase.  Reported as ""missing"" for grid cells occupied entirely by ""sea""",longitude latitude sdepth time,mon,Liquid Water Content of Soil Layer,land,,,kg m-2,CMIP6 CMOR variable,m01s08i223[lbproc=128] * m01s08i229[lbproc=128] / (m01s08i230[lbproc=128] + m01s08i229[lbproc=128]),,m01s08i223[lbproc=128] * m01s08i229[lbproc=128] / (m01s08i230[lbproc=128] + m01s08i229[lbproc=128]),,kg m-2
Variable land.mon.mrsfl_tavg-l-hxy-lnd (Emon.mrsfl),938,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/938,mon land CMIP6 UKESM1 HadGEM3-GC31,mrsfl_tavg-l-hxy-lnd,frozen_water_content_of_soil_layer,"""comment"" was ""in each soil layer, the mass of water in ice phase.  Reported as 'missing' for grid cells occupied entirely by 'sea'"";",area: areacella,area: mean where land time: mean,"in each soil layer, the mass of water in ice phase.  Reported as ""missing"" for grid cells occupied entirely by ""sea""",longitude latitude sdepth time,mon,Frozen Water Content of Soil Layer,land,,,kg m-2,CMIP6 CMOR variable,m01s08i223[lbproc=128] * m01s08i230[lbproc=128] / (m01s08i230[lbproc=128] + m01s08i229[lbproc=128]),,m01s08i223[lbproc=128] * m01s08i230[lbproc=128] / (m01s08i230[lbproc=128] + m01s08i229[lbproc=128]),,kg m-2
Variable land.mon.lai_tavg-u-hxy-lus (Emon.laiLut),936,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/936,mon land CMIP6 UKESM1,lai_tavg-u-hxy-lus,leaf_area_index,,area: areacella,area: time: mean where sector,A ratio obtained by dividing the total upper leaf surface area of vegetation by the (horizontal) surface area of the land on which it grows.,longitude latitude landUse time,mon,Leaf Area Index on Land-Use Tile,land,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude time landUse,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",1,CMIP6 CMOR variable,,,"land_use_tile_mean(m01s19i014[lbtim_ia=240,lbproc=128],m01s19i013[lbtim_ia=240,lbproc=128])",,1
Variable land.mon.irr_tavg-u-hxy-lus (Emon.irrLut),933,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/933,mon land CMIP6,irr_tavg-u-hxy-lus,surface_downward_mass_flux_of_water_due_to_irrigation,,area: areacella,area: time: mean where sector,Mass flux of water due to irrigation.,longitude latitude landUse time,mon,"Irrigation Flux Including any Irrigation for Crops, Trees, Pasture, or Urban Lawns",land,down,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude time landUse,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.hfss_tavg-u-hxy-lus (Emon.hfssLut),928,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/928,mon land CMIP6 UKESM1,hfss_tavg-u-hxy-lus,surface_upward_sensible_heat_flux,,area: areacella,area: time: mean where sector,"Upward sensible heat flux on land use tiles. The surface sensible heat flux, also called turbulent heat flux, is the exchange of heat between the surface and the air by motion of air.",longitude latitude landUse time,mon,Sensible Heat Flux on Land-Use Tile,land,up,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude time landUse,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",W m-2,CMIP6 CMOR variable,,,"land_use_tile_mean(m01s03i290[lbproc=128],m01s19i013[lbtim_ia=240,lbproc=128])",,W m-2
Variable land.mon.hfls_tavg-u-hxy-lus (Emon.hflsLut),927,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/927,mon land CMIP6 UKESM1,hfls_tavg-u-hxy-lus,surface_upward_latent_heat_flux,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'Upward' indicates a vector component which is positive when directed upward (negative downward). The surface latent heat flux is the exchange of heat between the surface and the air on account of evaporation (including sublimation). In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics."";",area: areacella,area: time: mean where sector,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). The surface latent heat flux is the exchange of heat between the surface and the air on account of evaporation (including sublimation). In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",longitude latitude landUse time,mon,Latent Heat Flux on Land-Use Tile,land,up,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude time landUse,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",W m-2,CMIP6 CMOR variable,,,"land_use_tile_mean(m01s03i330[lbproc=128],m01s19i013[lbtim_ia=240,lbproc=128])",,W m-2
Variable land.mon.grassFracC4_tavg-u-hxy-u (Emon.grassFracC4),926,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/926,mon land CMIP6 UKESM1,grassFracC4_tavg-u-hxy-u,area_fraction,"""cell_methods"" was ""area: mean where land over all_area_types time: mean"";",area: areacella,area: time: mean,Percentage of entire grid cell covered by C4 natural grass.,longitude latitude time typec4natg,mon,C4 Natural Grass Area Percentage,land,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typec4natg CMIP7:longitude latitude time  typec4natg,;  ; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: time: mean,",%,CMIP6 CMOR variable,,,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='c4Grass')",,%
Variable land.mon.grassFracC3_tavg-u-hxy-u (Emon.grassFracC3),925,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/925,mon land CMIP6 UKESM1,grassFracC3_tavg-u-hxy-u,area_fraction,"""cell_methods"" was ""area: mean where land over all_area_types time: mean"";",area: areacella,area: time: mean,Percentage of entire grid cell covered by C3 natural grass.,longitude latitude time typec3natg,mon,C3 Natural Grass Area Percentage,land,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typec3natg CMIP7:longitude latitude time  typec3natg,;  ; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: time: mean,",%,CMIP6 CMOR variable,,,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='c3Grass')",,%
Variable land.mon.gppc14_tavg-u-hxy-lnd (Emon.gppc14),924,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/924,mon land CMIP6,gppc14_tavg-u-hxy-lnd,gross_primary_productivity_of_biomass_expressed_as_14C,"""comment"" was ""The rate of synthesis of carbon-14 in biomass from inorganic precursors by autotrophs ('producers') expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. "";",area: areacella,area: mean where land time: mean,"The rate of synthesis of carbon-14 in biomass from inorganic precursors by autotrophs (""producers"") expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production.",longitude latitude time,mon,Carbon-14 Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],land,,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.gppc13_tavg-u-hxy-lnd (Emon.gppc13),923,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/923,mon land CMIP6,gppc13_tavg-u-hxy-lnd,gross_primary_productivity_of_biomass_expressed_as_13C,"""comment"" was ""The rate of synthesis of carbon-13 in biomass from inorganic precursors by autotrophs ('producers') expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. "";",area: areacella,area: mean where land time: mean,"The rate of synthesis of carbon-13 in biomass from inorganic precursors by autotrophs (""producers"") expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production.",longitude latitude time,mon,Carbon-13 Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],land,,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.gpp_tavg-u-hxy-tree (Emon.gppTree),922,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/922,mon land CMIP6 UKESM1,gpp_tavg-u-hxy-tree,gross_primary_productivity_of_biomass_expressed_as_carbon,"""cell_methods"" was ""area: time: mean where trees (comment: mask=treeFrac)"";",area: areacella,area: time: mean where trees (mask=treeFrac),Total GPP of trees in the grid cell,longitude latitude time,mon,Gross Primary Production on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where trees (comment: mask=treeFrac) CMIP7:area: time: mean where trees (mask=treeFrac),",kg m-2 s-1,CMIP6 CMOR variable,,,"land_class_mean( m01s19i182[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR), m01s19i013[lbtim_ia=240,lbproc=128], land_class='tree')",,kg m-2 s-1
Variable land.mon.gpp_tavg-u-hxy-shb (Emon.gppShrub),921,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/921,mon land CMIP6 UKESM1,gpp_tavg-u-hxy-shb,gross_primary_productivity_of_biomass_expressed_as_carbon,"""cell_methods"" was ""area: time: mean where shrubs (comment: mask=shrubFrac)"";",area: areacella,area: time: mean where shrubs (mask=shrubFrac),Total GPP of shrubs in the grid cell,longitude latitude time,mon,Gross Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where shrubs (comment: mask=shrubFrac) CMIP7:area: time: mean where shrubs (mask=shrubFrac),",kg m-2 s-1,CMIP6 CMOR variable,,,"land_class_mean( m01s19i182[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR), m01s19i013[lbtim_ia=240,lbproc=128], land_class='shrub')",,kg m-2 s-1
Variable land.mon.gpp_tavg-u-hxy-lus (Emon.gppLut),920,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/920,mon land CMIP6 UKESM1,gpp_tavg-u-hxy-lus,gross_primary_productivity_of_biomass_expressed_as_carbon,"""comment"" was ""The rate of synthesis of biomass from inorganic precursors by autotrophs ('producers') expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. Reported on land-use tiles."";",area: areacella,area: time: mean where sector,"The rate of synthesis of biomass from inorganic precursors by autotrophs (""producers"") expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. Reported on land-use tiles.",longitude latitude landUse time,mon,Gross Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],land,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude time landUse,;  Changes since reverted/fixed. Variable now matches CMIP6 definition.",kg m-2 s-1,CMIP6 CMOR variable,,,"land_use_tile_mean( m01s19i182[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR), m01s19i013[lbtim_ia=240,lbproc=128])",,kg m-2 s-1
